state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations,charging_stations,avg_ev_subsidy_rs,fuel_price_rs_per_litre,avg_income_index
Kerala,2021,3W,86504,17922,752,25000,105.2,1.26
Tamil Nadu,2020,4W,49037,8586,416,0,103.57,0.52
Uttar Pradesh,2020,3W,92566,21394,428,100000,109.75,1.22
Gujarat,2023,3W,84647,6107,737,50000,111.28,0.78
Odisha,2020,4W,80899,21970,709,75000,110.22,0.84
Jharkhand,2016,3W,80764,12976,787,50000,107.39,0.52
Haryana,2024,4W,97925,21039,542,50000,99.77,1.31
Maharashtra,2022,3W,54506,15594,477,0,93.52,1.33
Karnataka,2017,2W,94649,2845,635,75000,96.5,0.9
Punjab,2021,3W,84290,16891,264,100000,92.61,0.77
Madhya Pradesh,2023,3W,40276,3899,846,25000,101.77,0.58
Delhi,2016,3W,125665,0,986,0,110.63,0.83
Punjab,2017,4W,97809,22176,727,25000,111.82,1.29
Haryana,2018,2W,95290,12285,711,100000,114.93,1.4
Bihar,2021,4W,127017,34830,416,0,97.55,1.36
Maharashtra,2018,3W,88131,11019,243,25000,93.1,0.91
Odisha,2022,2W,103998,25545,593,100000,90.25,1.49
Uttar Pradesh,2018,2W,54812,14408,357,100000,94.05,1.11
Madhya Pradesh,2017,2W,59992,5955,100,100000,91.64,1.32
Bihar,2018,2W,85160,0,907,0,114.97,0.79
Tamil Nadu,2024,2W,88596,11986,461,0,106.34,0.86
Haryana,2020,2W,113447,4853,413,25000,92.89,0.72
Karnataka,2022,3W,116987,9751,650,25000,97.95,1.24
Uttar Pradesh,2024,4W,90234,23610,705,50000,105.2,1.29
West Bengal,2024,4W,106881,15942,84,100000,96.31,0.81
Rajasthan,2020,2W,88197,6462,156,0,113.35,0.85
Assam,2024,4W,48993,6078,20,50000,114.16,0.53
Gujarat,2016,3W,32528,2249,724,50000,105.58,0.89
Bihar,2021,2W,68265,4181,673,75000,112.32,1.11
Odisha,2021,2W,137453,15282,919,100000,91.63,0.99
Tamil Nadu,2020,3W,46547,4042,158,100000,111.34,0.75
Punjab,2017,2W,74754,4719,999,75000,102.8,1.39
Kerala,2018,3W,93299,15550,584,75000,101.28,1.22
Tamil Nadu,2021,3W,125351,17228,299,75000,109.49,1.4
Delhi,2017,3W,27109,3268,819,75000,101.88,0.74
Haryana,2017,2W,49780,3794,10,0,103.14,1.29
Madhya Pradesh,2024,3W,128626,18420,509,25000,108.84,0.6
Haryana,2018,4W,108592,21218,744,75000,102.2,1.43
Punjab,2019,3W,64639,12057,194,50000,112.44,0.63
Tamil Nadu,2024,4W,69926,12028,463,75000,114.64,0.61
Delhi,2022,2W,119124,31532,611,75000,110.97,1.29
Odisha,2018,4W,87518,18505,703,25000,94.88,0.95
Haryana,2018,2W,74222,226,381,75000,103.24,0.69
Bihar,2017,2W,107244,2409,498,100000,101.23,0.87
Odisha,2021,3W,82248,27341,374,50000,91.74,1.25
Chhattisgarh,2024,3W,82443,13399,778,50000,91.71,0.66
Kerala,2024,2W,40038,3370,694,75000,101.88,0.7
Haryana,2020,2W,70871,6582,451,25000,100.41,1.48
Chhattisgarh,2017,4W,99497,17090,974,100000,98.61,1.17
Odisha,2024,3W,64974,3112,927,0,96.92,0.91
Uttar Pradesh,2023,2W,72218,11978,983,100000,98.73,1.13
Odisha,2019,4W,93566,8926,347,0,97.42,0.74
Telangana,2017,2W,131290,0,988,25000,108.04,0.8
Haryana,2021,2W,109509,13191,895,75000,101.17,0.98
Kerala,2024,3W,73218,12604,675,50000,101.9,0.82
Madhya Pradesh,2021,3W,66228,12034,582,50000,114.44,1.38
Odisha,2016,3W,140050,38443,154,100000,109.12,0.56
Uttar Pradesh,2016,2W,125118,28342,151,0,99.85,1.29
Punjab,2017,4W,30608,3408,442,25000,102.06,1.19
Bihar,2018,2W,55255,10917,624,75000,105.23,1.17
Haryana,2016,3W,118077,779,578,100000,99.51,0.89
Haryana,2020,2W,111272,17150,460,0,106.13,1.17
Telangana,2019,2W,93916,17743,411,25000,111.05,1.29
Punjab,2020,2W,102072,14894,753,75000,109.52,1.45
Odisha,2020,3W,83512,10613,668,0,102.44,1.14
Bihar,2017,3W,122816,8007,702,0,91.89,1.4
Telangana,2019,2W,106184,10543,606,50000,98.18,0.71
Chhattisgarh,2023,2W,97018,19580,417,75000,103.58,1.14
Odisha,2021,3W,74266,6418,146,75000,114.94,0.71
Telangana,2024,2W,124392,13939,715,50000,106.34,1.15
Gujarat,2020,4W,69789,15550,510,25000,99.63,0.73
Haryana,2018,2W,95490,10837,926,0,104.83,1.38
Madhya Pradesh,2024,2W,95688,4468,457,75000,106.52,0.9
Chhattisgarh,2016,4W,97879,10573,482,50000,105.96,1.08
Maharashtra,2017,3W,40217,6291,794,100000,110.89,0.69
Gujarat,2023,4W,31639,7645,892,50000,112.81,1.37
Telangana,2018,4W,85353,11575,131,75000,109.93,1.11
Kerala,2021,2W,34332,3503,169,25000,113.47,0.86
Punjab,2022,4W,100145,22317,502,0,95.48,0.61
Kerala,2018,3W,53733,22156,470,0,109.63,1.45
Maharashtra,2022,2W,116558,30061,1037,0,94.76,1.3
Kerala,2017,4W,97943,20415,237,25000,90.88,1.46
Haryana,2016,4W,72055,16162,519,50000,105.58,1.02
West Bengal,2016,2W,97875,14737,538,100000,99.86,0.65
Rajasthan,2024,3W,65280,12200,493,75000,113.49,0.63
Punjab,2020,2W,3411,898,1203,0,108.97,0.65
Karnataka,2016,2W,31193,4894,300,0,114.47,0.9
Uttar Pradesh,2021,3W,75093,8418,1079,0,90.81,1.08
Gujarat,2018,4W,82084,11982,813,75000,107.68,0.61
Assam,2020,4W,31245,4512,577,50000,114.63,1.07
Bihar,2016,3W,32503,3448,145,100000,103.98,1.32
Karnataka,2019,4W,89275,17514,502,50000,94.19,0.82
Assam,2023,2W,30852,3755,377,75000,90.98,0.59
Uttar Pradesh,2016,2W,76746,10220,189,100000,91.92,0.77
Bihar,2024,4W,85341,11652,256,50000,93.22,1.49
Chhattisgarh,2019,3W,84937,14212,606,0,107.85,0.53
Haryana,2017,4W,106044,26621,883,0,111.75,1.27
Haryana,2016,3W,28335,2506,11,100000,104.67,0.68
Punjab,2017,2W,39528,1358,18,0,94.48,1.25
Odisha,2018,4W,69504,3415,324,100000,100.01,1.43
Gujarat,2019,3W,77001,21411,169,100000,92.48,1.36
Jharkhand,2020,4W,97273,29700,204,0,100.93,0.97
Madhya Pradesh,2021,3W,31545,5975,378,25000,111.83,0.8
Telangana,2022,2W,45213,14545,846,75000,101.98,1.35
Maharashtra,2016,2W,65902,0,917,0,105.09,1.12
Punjab,2023,3W,89421,23259,507,25000,101.6,0.67
Uttar Pradesh,2023,4W,62517,16198,420,75000,97.81,0.69
Kerala,2018,4W,34795,9022,633,50000,90.42,0.88
Odisha,2022,2W,74321,16033,418,50000,90.61,0.63
Gujarat,2017,3W,63953,6382,136,25000,109.42,1.47
Odisha,2018,4W,81006,10770,558,0,93.51,1.35
Jharkhand,2024,4W,62196,9466,390,75000,106.56,0.54
West Bengal,2019,4W,72024,3733,508,0,106.74,0.66
Kerala,2024,3W,127711,44701,657,0,110.46,0.98
West Bengal,2021,2W,88424,4972,205,25000,91.97,1.06
Kerala,2020,3W,91790,15941,817,50000,100.46,0.82
Punjab,2024,4W,61604,10006,603,50000,96.94,1.12
Gujarat,2016,2W,94074,13034,788,100000,112.98,1.27
Punjab,2017,2W,51437,0,864,0,109.95,0.56
Rajasthan,2021,2W,77875,11056,390,50000,97.97,0.68
Gujarat,2023,4W,101744,5215,738,50000,111.72,1.03
Haryana,2016,4W,40930,6236,491,50000,99.47,1.01
Tamil Nadu,2022,3W,126284,11925,192,25000,92.32,1.47
Tamil Nadu,2019,2W,140491,21775,662,100000,105.11,1.31
Tamil Nadu,2017,2W,143812,26364,614,50000,98.62,1.05
Karnataka,2023,4W,82713,18515,108,0,110.57,0.92
Tamil Nadu,2024,3W,35862,8543,453,0,109.12,0.83
Chhattisgarh,2019,2W,79164,224,368,100000,93.27,0.53
Madhya Pradesh,2024,3W,59098,7677,667,100000,99.84,0.54
Tamil Nadu,2018,3W,93176,31482,589,100000,113.66,1.18
Chhattisgarh,2019,4W,90899,11812,789,25000,94.51,0.66
Odisha,2018,4W,27277,1228,310,25000,97.92,1.06
Bihar,2018,3W,93213,7650,570,100000,90.28,1.45
Delhi,2021,4W,106971,7282,227,100000,91.6,1.41
Haryana,2022,3W,124693,4546,268,0,107.42,0.74
Gujarat,2020,4W,55748,10364,825,25000,113.86,0.81
Madhya Pradesh,2020,3W,38909,4828,74,0,95.06,1.42
Kerala,2016,2W,61434,6785,52,100000,99.35,1.37
Odisha,2019,2W,83302,19357,432,25000,95.85,0.91
Chhattisgarh,2024,2W,62192,7682,113,50000,99.49,0.53
Assam,2019,3W,114584,18070,573,75000,100.88,1.1
Punjab,2023,3W,97997,28175,623,100000,98.45,0.86
Madhya Pradesh,2016,4W,57319,6019,818,50000,111.54,0.67
Bihar,2023,3W,51055,6474,760,50000,91.15,0.57
Delhi,2021,2W,105932,8286,693,100000,113.34,0.75
Telangana,2024,3W,84328,24444,498,50000,97.0,0.79
Gujarat,2018,4W,117674,7365,407,25000,102.1,0.71
Odisha,2017,3W,97204,24154,787,0,108.21,1.19
Kerala,2016,4W,73160,10542,726,75000,109.15,0.97
Uttar Pradesh,2024,4W,33261,6506,522,25000,91.99,0.52
Madhya Pradesh,2023,4W,92079,31466,168,25000,92.92,1.13
Madhya Pradesh,2020,3W,82461,21885,590,100000,106.33,1.41
Punjab,2022,3W,66474,14749,449,100000,110.71,0.8
Gujarat,2021,2W,54605,9932,587,25000,111.51,0.93
Rajasthan,2019,3W,103870,15716,97,75000,92.67,1.15
Tamil Nadu,2016,3W,75704,0,182,25000,99.6,1.15
Assam,2023,4W,49330,1018,661,50000,109.21,0.71
Punjab,2016,3W,71603,23858,142,75000,91.65,1.2
Rajasthan,2018,2W,96286,12066,301,75000,112.44,1.12
Jharkhand,2024,4W,82100,12141,316,25000,107.52,1.23
Odisha,2023,3W,96952,10443,746,50000,108.86,0.59
Jharkhand,2024,3W,5998,1225,592,25000,108.33,0.87
Haryana,2016,2W,113804,21538,642,100000,101.97,1.27
Telangana,2020,2W,114445,0,54,50000,111.92,1.29
Tamil Nadu,2016,3W,57490,12039,364,100000,99.69,1.07
Delhi,2022,4W,74718,0,515,75000,113.68,0.71
Chhattisgarh,2016,3W,84288,21674,206,100000,95.53,0.69
Madhya Pradesh,2020,3W,83986,15640,501,100000,94.93,1.21
Uttar Pradesh,2016,3W,60044,0,374,25000,100.89,1.22
Odisha,2016,3W,89840,7466,564,50000,109.07,0.93
Punjab,2017,2W,67558,18494,640,50000,105.86,1.05
Haryana,2024,3W,54347,13085,361,25000,104.66,1.03
Chhattisgarh,2016,2W,48062,6022,693,50000,108.61,1.29
Delhi,2018,4W,113833,24171,32,75000,114.66,0.85
Karnataka,2017,2W,75997,18907,174,25000,94.79,1.41
Kerala,2022,3W,124700,31336,62,75000,95.86,1.17
Assam,2016,3W,112194,12901,497,100000,112.79,1.26
Uttar Pradesh,2020,3W,85391,16726,327,100000,93.65,1.39
Chhattisgarh,2021,4W,105778,10567,644,50000,97.8,0.57
Maharashtra,2022,3W,83539,18035,308,0,92.89,1.17
Uttar Pradesh,2017,2W,17956,3238,695,75000,104.13,0.98
Kerala,2019,4W,63764,2558,510,50000,108.88,1.08
Punjab,2016,2W,57854,8245,622,75000,100.27,1.19
Delhi,2021,3W,138328,9725,221,100000,90.18,1.11
Odisha,2023,2W,97216,2520,690,25000,105.13,0.51
Chhattisgarh,2017,3W,92947,23335,210,0,97.34,0.53
Karnataka,2020,3W,46692,4526,680,0,94.57,0.85
Tamil Nadu,2023,4W,92272,21626,520,0,101.65,0.91
Madhya Pradesh,2020,4W,49102,12870,866,0,102.75,0.66
Punjab,2017,4W,69197,8943,550,75000,95.85,1.04
West Bengal,2020,3W,59443,12937,898,75000,111.35,0.52
Uttar Pradesh,2018,3W,14213,909,300,0,100.62,0.86
Odisha,2024,4W,122172,13077,726,25000,103.61,1.23
Uttar Pradesh,2019,2W,38623,4339,1033,75000,95.12,0.78
Chhattisgarh,2018,2W,116233,20443,231,0,96.54,0.75
Delhi,2020,4W,146155,20215,605,50000,97.07,0.96
Gujarat,2020,2W,62941,9589,945,25000,114.74,0.6
Haryana,2017,3W,108985,14655,794,50000,90.36,0.66
Delhi,2020,3W,123042,5151,722,75000,90.77,0.82
Karnataka,2023,3W,33185,1508,834,0,114.52,0.6
Assam,2017,2W,106597,14283,585,100000,107.54,0.67
Maharashtra,2022,3W,109861,0,21,25000,99.76,1.08
Assam,2024,4W,74320,11473,198,25000,103.57,0.92
West Bengal,2023,2W,102717,30132,93,50000,114.24,0.87
Karnataka,2023,3W,46717,8342,103,75000,95.9,1.43
West Bengal,2024,4W,102325,2398,582,75000,108.68,1.49
Uttar Pradesh,2018,4W,67107,17937,1079,100000,110.98,1.1
Madhya Pradesh,2021,2W,25783,3708,145,25000,110.04,0.8
Punjab,2017,2W,51163,669,718,0,92.93,0.84
West Bengal,2023,4W,69169,682,160,50000,112.29,0.55
Chhattisgarh,2019,3W,108760,11684,799,0,110.02,1.14
Madhya Pradesh,2018,3W,52300,12807,619,75000,101.74,0.8
Chhattisgarh,2018,2W,79187,14636,339,50000,111.16,1.5
Maharashtra,2021,2W,87975,11649,292,100000,102.47,0.8
Chhattisgarh,2018,3W,116424,11722,14,0,96.38,0.81
Odisha,2023,3W,82811,9573,603,100000,106.1,1.43
Maharashtra,2019,4W,112949,13495,1033,25000,111.08,1.17
Assam,2024,4W,82019,26844,848,75000,97.0,0.78
Chhattisgarh,2019,2W,113090,33162,861,25000,100.06,1.04
Kerala,2023,3W,48142,5739,1000,0,100.29,0.92
Odisha,2021,3W,84622,8086,459,25000,99.89,1.31
Uttar Pradesh,2019,3W,37597,4020,153,75000,102.78,0.53
Jharkhand,2024,2W,79731,17288,602,75000,108.22,1.08
Maharashtra,2017,4W,113649,6576,527,100000,93.43,0.96
Tamil Nadu,2022,3W,91730,19769,398,50000,99.7,1.37
Karnataka,2019,4W,68689,0,456,25000,91.39,1.05
Karnataka,2023,3W,56955,23368,491,50000,109.12,0.87
Maharashtra,2020,2W,73579,7027,590,75000,96.42,1.43
West Bengal,2021,2W,114321,11558,197,0,90.17,0.51
Madhya Pradesh,2020,3W,15051,1964,98,100000,103.72,0.97
Chhattisgarh,2024,3W,73847,28889,544,75000,96.41,1.12
Punjab,2022,4W,19528,4632,709,0,102.42,0.96
Kerala,2019,4W,97098,34314,903,0,102.6,0.97
Telangana,2017,2W,112537,17892,523,50000,103.72,1.26
Bihar,2020,3W,92885,12296,932,100000,108.78,0.72
Telangana,2021,2W,124465,9770,644,75000,100.23,1.34
Odisha,2023,4W,117022,24377,501,50000,112.78,0.64
Kerala,2024,3W,130323,4486,323,0,103.77,1.23
Kerala,2016,3W,26088,3057,17,50000,112.06,1.46
Karnataka,2017,4W,120897,8939,767,25000,93.19,1.01
Madhya Pradesh,2024,4W,32933,8689,195,75000,99.5,0.64
Karnataka,2020,4W,42480,9630,697,100000,106.4,1.01
Telangana,2021,3W,72795,6913,99,100000,95.46,1.13
Delhi,2022,3W,132189,28528,759,75000,112.17,0.89
Maharashtra,2021,2W,75739,0,734,25000,93.36,0.8
Punjab,2019,2W,37449,7982,57,50000,90.92,1.46
Telangana,2019,2W,77724,10920,710,100000,104.33,0.55
Chhattisgarh,2019,3W,62428,10919,125,50000,90.03,0.98
Delhi,2020,4W,59439,6028,586,25000,113.97,0.94
Assam,2019,3W,12882,3683,870,50000,112.04,1.0
Assam,2018,3W,91047,19282,482,25000,93.88,0.66
West Bengal,2016,3W,65234,9120,1006,0,91.45,1.42
Madhya Pradesh,2023,2W,106476,8106,1169,25000,111.57,1.34
Odisha,2016,4W,31932,1788,797,25000,94.3,1.45
Delhi,2023,2W,44924,7038,196,75000,92.87,1.48
Gujarat,2017,2W,103137,24816,234,100000,97.99,0.69
Madhya Pradesh,2017,4W,78155,18248,83,0,107.78,1.46
Odisha,2019,3W,86198,17879,554,100000,113.15,1.23
Odisha,2022,2W,66849,9153,249,75000,97.38,1.19
Uttar Pradesh,2017,3W,117163,38851,49,0,104.37,1.06
Maharashtra,2017,4W,78366,16316,698,50000,105.88,0.93
Gujarat,2017,2W,131586,15182,1556,75000,114.52,1.2
Bihar,2020,4W,126367,15446,13,100000,111.95,0.55
Chhattisgarh,2019,3W,47266,4830,396,25000,108.15,0.8
Haryana,2018,3W,84434,7218,851,25000,104.53,0.99
Assam,2021,3W,33032,4244,1059,25000,104.71,0.66
Maharashtra,2019,2W,60394,8380,921,100000,93.14,0.55
Gujarat,2021,2W,110687,23757,287,100000,100.77,0.71
Uttar Pradesh,2016,2W,26506,6726,163,25000,93.97,1.21
Chhattisgarh,2021,4W,75636,19586,269,0,101.65,0.75
Odisha,2016,2W,67777,9945,420,25000,106.88,1.35
Delhi,2021,4W,64812,4938,720,50000,104.08,1.23
Madhya Pradesh,2016,4W,141688,21377,613,0,94.72,1.41
Telangana,2022,4W,128009,28905,403,25000,110.72,0.9
Haryana,2023,4W,126902,5138,718,0,105.64,1.0
Uttar Pradesh,2018,2W,69472,4198,322,50000,94.7,0.77
Assam,2021,2W,90758,6245,382,100000,93.07,1.31
Rajasthan,2017,2W,93570,9893,789,50000,91.83,1.27
Odisha,2023,2W,48412,14176,710,75000,94.15,1.38
Uttar Pradesh,2017,4W,64101,8342,274,75000,90.4,1.22
Maharashtra,2020,4W,80513,11718,463,50000,107.36,0.73
Telangana,2016,3W,141076,7044,448,0,97.24,0.82
Maharashtra,2020,3W,66156,11000,781,25000,110.84,0.77
Telangana,2022,4W,143245,48955,362,25000,101.37,0.69
Gujarat,2019,3W,126021,13951,288,100000,107.85,1.17
Haryana,2020,4W,98562,5789,1228,0,113.39,1.2
Jharkhand,2017,2W,135733,36733,297,25000,103.24,1.34
Maharashtra,2022,2W,48468,0,634,50000,110.22,1.11
Maharashtra,2022,4W,41274,8262,48,100000,96.78,1.16
Odisha,2024,3W,33554,992,765,0,107.34,1.25
Karnataka,2018,4W,111350,2298,674,75000,97.83,1.28
Karnataka,2022,3W,83963,18652,1264,25000,98.56,0.82
Jharkhand,2019,3W,106464,8654,410,0,98.04,1.02
West Bengal,2023,3W,133849,0,767,50000,100.38,0.88
Chhattisgarh,2020,4W,70515,7205,413,25000,98.82,1.36
Gujarat,2024,3W,94262,0,408,50000,95.76,0.83
Jharkhand,2016,4W,100003,6246,173,50000,103.92,0.97
Odisha,2018,4W,66782,9762,182,0,108.21,1.23
Madhya Pradesh,2022,3W,166005,20166,631,100000,97.63,0.74
Odisha,2020,2W,129467,23036,748,75000,95.34,0.75
Odisha,2018,3W,76781,7731,35,75000,100.62,1.43
Madhya Pradesh,2020,2W,42177,2380,98,50000,108.38,1.21
Odisha,2019,3W,120828,29572,611,75000,105.1,1.49
Telangana,2023,2W,106044,1529,496,50000,99.71,1.41
Jharkhand,2020,2W,102919,7088,664,0,113.21,1.23
Jharkhand,2018,2W,58466,9653,866,100000,103.33,1.31
Bihar,2020,3W,99371,15800,207,25000,112.02,0.72
Kerala,2016,4W,40085,7548,258,75000,114.64,1.4
Karnataka,2021,4W,106030,9643,120,0,105.62,1.44
Uttar Pradesh,2018,2W,105670,4597,968,0,114.72,1.45
Tamil Nadu,2019,2W,77173,1315,83,25000,92.53,1.35
Assam,2024,3W,69720,0,676,100000,91.19,1.04
Karnataka,2020,3W,85945,4770,220,50000,111.77,1.32
Rajasthan,2018,2W,69494,957,724,25000,113.91,1.15
Rajasthan,2017,4W,65061,10571,380,100000,109.07,1.3
West Bengal,2022,3W,87270,11566,723,75000,111.41,1.3
Gujarat,2018,4W,59015,14265,653,25000,110.84,0.91
Kerala,2022,4W,105372,2908,657,100000,107.29,1.2
Madhya Pradesh,2024,2W,89743,14386,283,50000,91.19,0.63
Delhi,2016,4W,70657,13709,549,75000,109.29,1.5
Gujarat,2017,2W,96269,24098,574,25000,91.32,0.96
Assam,2021,2W,1000,32,502,50000,95.32,1.27
Telangana,2023,2W,52608,7714,392,100000,104.88,1.1
Assam,2021,2W,99473,14829,637,0,108.04,1.28
Delhi,2017,4W,78674,17144,592,25000,113.28,0.6
Uttar Pradesh,2022,3W,94602,22685,1204,75000,101.95,0.67
Odisha,2017,3W,110659,10236,496,0,92.73,0.7
Delhi,2019,3W,94727,13618,745,25000,101.71,0.58
Bihar,2021,3W,70537,6889,802,100000,108.96,1.17
Karnataka,2024,4W,50925,0,1019,100000,108.62,1.29
Maharashtra,2019,2W,45704,6978,429,50000,107.82,0.82
Maharashtra,2021,3W,102094,42883,468,75000,106.55,0.72
Gujarat,2016,3W,78416,0,28,75000,113.14,1.19
Jharkhand,2024,2W,61427,2206,510,25000,108.24,0.66
Karnataka,2021,2W,58598,25946,313,25000,114.95,1.03
Uttar Pradesh,2021,4W,52809,6718,445,25000,107.23,0.59
Kerala,2021,4W,72556,10006,178,75000,101.22,1.11
Uttar Pradesh,2021,2W,44798,0,1033,25000,101.15,0.82
Assam,2016,4W,50008,10579,350,100000,101.82,0.8
Punjab,2017,2W,52166,11181,402,75000,103.66,1.41
Bihar,2019,2W,91365,15143,632,25000,93.8,1.07
Tamil Nadu,2019,2W,37165,14875,1174,100000,107.07,0.6
Telangana,2020,2W,27859,4902,580,75000,91.09,0.59
Rajasthan,2024,3W,50203,5736,837,100000,94.28,0.84
Kerala,2018,4W,82946,19918,544,50000,111.82,0.75
Delhi,2024,2W,76576,0,691,100000,105.12,0.69
Delhi,2020,2W,175869,15946,883,100000,113.0,1.08
Telangana,2023,3W,25964,2805,10,0,112.82,1.22
Odisha,2016,2W,65490,10314,646,100000,95.55,0.9
West Bengal,2022,2W,84292,11722,1021,0,98.81,1.28
Assam,2019,3W,114872,17476,612,50000,97.23,0.81
Bihar,2020,4W,57410,4049,657,75000,114.12,0.82
Uttar Pradesh,2017,4W,90025,12609,388,100000,108.94,0.55
Assam,2018,4W,67635,0,416,75000,95.65,0.7
Delhi,2020,2W,68803,10599,385,100000,96.83,1.12
Delhi,2016,3W,108302,30550,735,0,114.97,0.88
Punjab,2022,2W,14678,2516,146,25000,108.2,0.52
Telangana,2019,2W,52403,5901,548,50000,97.83,0.53
Chhattisgarh,2024,2W,105822,18080,311,25000,90.26,1.14
Gujarat,2019,2W,126608,33053,20,50000,100.82,0.73
Maharashtra,2022,3W,23246,2325,20,25000,99.19,1.15
Uttar Pradesh,2016,2W,65422,7199,821,100000,100.71,0.93
Uttar Pradesh,2024,2W,103083,18017,666,0,110.71,1.27
Tamil Nadu,2021,3W,120895,30430,891,75000,103.05,1.06
Odisha,2022,4W,97353,13440,810,25000,108.05,0.65
Karnataka,2018,3W,92605,20907,158,75000,111.19,0.96
Bihar,2018,3W,114897,18653,564,25000,93.49,0.69
West Bengal,2018,2W,92301,10870,10,25000,101.82,0.94
Delhi,2021,2W,76284,3813,673,100000,91.92,1.29
Karnataka,2024,4W,156541,16443,597,25000,96.41,1.04
Maharashtra,2020,2W,117127,9899,648,25000,106.29,1.04
Chhattisgarh,2018,3W,93124,28967,266,75000,92.43,1.39
West Bengal,2024,4W,10926,1775,1238,75000,93.98,0.53
Kerala,2017,2W,57221,20374,773,100000,112.98,0.82
West Bengal,2020,2W,73347,0,468,100000,90.98,1.35
Bihar,2023,2W,97143,17401,618,75000,114.37,0.74
Maharashtra,2016,2W,87638,15510,462,0,105.49,0.78
Tamil Nadu,2020,2W,74568,11013,641,50000,113.23,1.03
Tamil Nadu,2021,4W,45481,7968,695,0,104.05,0.71
Madhya Pradesh,2024,2W,78225,5700,409,25000,109.79,1.01
Punjab,2017,2W,82179,11685,768,75000,91.54,1.07
Kerala,2016,3W,71802,7017,685,100000,101.56,0.72
Odisha,2017,4W,98572,21895,320,100000,92.02,0.59
Rajasthan,2020,4W,82079,19070,366,100000,112.2,1.13
Assam,2017,4W,108819,25021,124,50000,105.45,1.11
Haryana,2019,3W,77943,20462,538,25000,104.24,1.19
Madhya Pradesh,2022,4W,95551,8207,454,0,93.8,0.72
Haryana,2023,2W,86622,10963,669,75000,98.79,1.44
Delhi,2017,4W,93812,18494,505,0,93.15,1.31
Delhi,2016,3W,61547,5907,846,75000,95.16,0.6
West Bengal,2019,4W,129072,0,447,50000,93.57,1.37
Chhattisgarh,2024,3W,39065,10365,92,25000,104.02,1.21
Odisha,2017,4W,104190,3655,416,75000,113.46,0.91
Jharkhand,2021,2W,24699,1256,1139,50000,92.86,1.03
West Bengal,2023,3W,121286,14572,752,75000,91.11,0.8
Jharkhand,2020,4W,127990,24109,331,0,91.18,0.98
Assam,2020,4W,110932,19214,989,75000,105.9,1.39
Punjab,2024,4W,59006,17651,734,75000,106.32,1.13
Telangana,2023,3W,73722,1469,32,100000,113.3,0.92
Maharashtra,2016,4W,84866,23620,926,25000,94.01,0.76
West Bengal,2021,4W,51415,4767,460,75000,99.96,0.54
Assam,2020,4W,39719,14077,372,0,99.44,1.24
Tamil Nadu,2016,2W,83990,29599,631,50000,109.6,1.22
Haryana,2024,2W,89428,10341,753,25000,96.92,1.06
Chhattisgarh,2021,2W,75169,14551,873,75000,101.59,1.28
Rajasthan,2024,3W,71706,2270,365,25000,106.42,1.12
West Bengal,2017,4W,39919,639,455,25000,96.28,1.27
Jharkhand,2016,4W,60241,4911,499,50000,108.71,0.72
Odisha,2022,2W,92237,10514,319,100000,97.28,0.69
Haryana,2016,2W,73393,21718,149,100000,107.66,1.28
Tamil Nadu,2017,3W,85359,16685,550,50000,104.23,1.2
Gujarat,2024,3W,121111,18639,904,25000,102.08,1.34
Maharashtra,2022,3W,96455,16637,455,75000,95.38,0.61
Punjab,2016,3W,51976,6307,1073,75000,103.9,1.38
Jharkhand,2017,4W,113023,22229,600,75000,95.74,1.29
Assam,2021,2W,3632,879,597,50000,114.72,1.38
Tamil Nadu,2020,4W,52439,6906,973,25000,106.02,1.1
Chhattisgarh,2023,3W,88385,0,813,0,90.48,1.25
Maharashtra,2020,3W,94406,14779,585,50000,105.27,1.28
Delhi,2022,2W,40360,1380,345,100000,109.79,1.13
Haryana,2018,4W,54957,7414,628,50000,92.67,1.1
Karnataka,2021,3W,66165,4175,687,50000,92.87,1.15
Telangana,2023,2W,29439,6269,748,0,102.46,1.22
Chhattisgarh,2017,4W,32700,1957,620,0,110.99,0.86
Uttar Pradesh,2019,4W,75324,3683,533,75000,109.9,0.65
Punjab,2018,3W,120285,14412,232,50000,91.85,0.7
Uttar Pradesh,2019,2W,121055,456,354,75000,98.02,1.36
Punjab,2020,2W,107730,23578,371,50000,108.98,1.5
Tamil Nadu,2017,2W,11946,1373,598,0,102.21,0.54
West Bengal,2024,2W,138302,25824,649,100000,106.12,0.51
Jharkhand,2022,4W,36475,6829,526,0,111.6,0.7
Rajasthan,2020,2W,128152,0,815,75000,90.88,0.68
Rajasthan,2022,4W,81075,3470,688,75000,94.79,0.78
West Bengal,2019,3W,58007,6947,63,100000,101.71,0.8
Karnataka,2022,3W,37672,3255,139,75000,113.28,0.93
Assam,2019,4W,15440,3962,539,0,106.98,1.28
Jharkhand,2017,2W,88423,6232,280,50000,94.63,0.58
Kerala,2020,2W,97836,14425,212,100000,112.6,1.1
Tamil Nadu,2022,3W,83221,10191,287,50000,91.6,0.84
Haryana,2019,3W,99666,9540,1098,75000,98.24,0.59
Kerala,2020,3W,69476,27036,655,25000,97.95,1.39
Uttar Pradesh,2019,4W,45072,1572,358,25000,98.23,0.73
Bihar,2018,4W,98740,10133,1142,25000,90.24,0.64
Madhya Pradesh,2021,4W,111241,7384,394,100000,110.26,1.13
Punjab,2018,4W,62884,4297,182,0,109.63,0.86
